container_code,season,year,site,functional_group,common_name,species_name,spp_code,replicate_number,SL_cm,TL_cm,WT_g,fate_c_r,DO%,DO_mg,Temp_C,Salinity_ppt,Depth_m,conductivity,Drift_gal,lat.,long.,time in,time out
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,5.3,3.7,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,3.7,1.6,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,5.7,4.8,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,4.5,2.2,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,6.1,7.4,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,4,1.7,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,5,4.2,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,3.4,1.4,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,5.4,3.9,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,5.2,4.1,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,4.1,5.7,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,4.5,2.5,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,2.8,0.3,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,4.8,2.9,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Tidewater Mojarra,,,1,,,,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.8,2.2,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.5,1.5,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.3,1.4,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.5,1.7,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.1,1,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.8,2.2,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3,1.1,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.4,1.4,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3,1,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.6,1.4,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,2.9,1,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,2.9,1,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,2.7,0.8,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3,0.7,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,2.8,0.8,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,2.8,0.9,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.5,1.5,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.7,3.6,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.1,1.2,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3,2.3,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,3.6,0.7,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,2.5,0.6,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,1.6,0.2,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,2.8,0.9,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,1.4,0.1,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,1.8,0.2,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,2.7,0.8,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,2.5,0.5,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Goldspotted Killifish,,,1,,2.4,0.5,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,3.4,0.9,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,3.5,1,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,3,0.7,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,2.8,0.6,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,2.8,0.5,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,2.5,0.4,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,2.9,0.7,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,2.2,0.9,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,2.7,0.6,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,2.6,0.4,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,2.7,0.5,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,2.1,0.2,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,2.4,0.4,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Rainwater Killifish,,,1,,2.4,0.2,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Estuarine Mud Crab,,,1,,1.7,0.5,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Estuarine Mud Crab,,,1,,1.6,0.6,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Estuarine Mud Crab,,,1,,1.5,0.6,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Estuarine Mud Crab,,,1,,1.3,0.4,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Estuarine Mud Crab,,,1,,1.3,0.3,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Estuarine Mud Crab,,,1,,1.5,0.7,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Estuarine Mud Crab,,,1,,0.8,0.1,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Seastar,,,1,,6.8,6.8,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Pink Shrimp,,,1,,5.1,0.9,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Gulf Pipefish,,,1,,10.2,0.6,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Gulf Pipefish,,,1,,12,1.3,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Gulf Pipefish,,,1,,12.9,1.3,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Redfin Needlefish,,,1,,6.1,0.4,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Pinfish,,,1,,6.4,7.9,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_1,Dry,2024,TS10,,Gulf Pipefish,,,1,,5.9,0.1,c,76,5.1,26.8,31,0.8,47670,4,,,9:12,9:41
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,5.2,4.1,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.5,2.3,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.1,2.1,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,5.3,4,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,6.2,6.1,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.9,2.8,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.6,2.3,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,5.4,3.4,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,5.4,4.1,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,5.3,3.8,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.9,2.9,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,5.9,5.8,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.8,2.8,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.5,3.2,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,5.3,3.7,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.4,2.4,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,6.2,5.9,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.8,2.7,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,5.2,2.1,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,3.9,1.5,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,3.6,1.1,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,5,2.9,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4,2,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.6,3.4,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,3.7,1.5,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.7,2.5,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.4,2.6,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.1,1.6,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.3,2.4,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,2.1,0.3,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.1,2.1,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,3.9,1.5,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,3.3,1,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,4.4,2.2,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,3.2,1.2,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,3.6,1.4,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,3,0.8,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Tidewater Mojarra,,,2,,3.9,1.6,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Goldspotted Killifish,,,2,,3.7,1.4,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Goldspotted Killifish,,,2,,3.2,1.3,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Goldspotted Killifish,,,2,,3.1,0.9,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Goldspotted Killifish,,,2,,2.9,0.8,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Goldspotted Killifish,,,2,,2.4,0.5,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Goldspotted Killifish,,,2,,2.1,0.5,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Sargassum Fish,,,2,,3.7,2.8,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Sargassum Fish,,,2,,5,5.4,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Pinfish,,,2,,3,0.9,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Rainwater Killifish,,,2,,3,0.6,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Sargassum Crab,,,2,,1.1,0.1,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Sargassum Crab,,,2,,1.1,0.1,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Sargassum Crab,,,2,,1,0.2,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Sargassum Crab,,,2,,0.6,0.1,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_2,Dry,2024,TS10,,Pipefish,,,2,,11,1.5,c,91,6,27.9,32.4,0.7,49672,4,,,10:00,
FIMS_3,Dry,2024,TS10,,Tidewater Mojarra,,,3,,5.5,2.5,c,90,5.8,28.2,33.5,0.8,51189,1,,,,
FIMS_3,Dry,2024,TS10,,Tidewater Mojarra,,,3,,4,1.6,c,90,5.8,28.2,33.5,0.8,51189,1,,,,
FIMS_3,Dry,2024,TS10,,Tidewater Mojarra,,,3,,4.3,1.8,c,90,5.8,28.2,33.5,0.8,51189,1,,,,
FIMS_3,Dry,2024,TS10,,Dwarf Seahorse,,,3,,3.54,0.3,c,90,5.8,28.2,33.5,0.8,51189,1,,,,
FIMS_3,Dry,2024,TS10,,Dwarf Seahorse,,,3,,2,0.1,c,90,5.8,28.2,33.5,0.8,51189,1,,,,
FIMS_3,Dry,2024,TS10,,Dwarf Seahorse,,,3,,2.2,0.1,c,90,5.8,28.2,33.5,0.8,51189,1,,,,
FIMS_3,Dry,2024,TS10,,Dwarf Seahorse,,,3,,2.7,0.1,c,90,5.8,28.2,33.5,0.8,51189,1,,,,
FIMS_3,Dry,2024,TS10,,Goldspotted Killifish,,,3,,4.1.,1.4,c,90,5.8,28.2,33.5,0.8,51189,1,,,,
